text,label,prediction
eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.. eat shit and die bitch ass nigga.,Toxic,Toxic
I call for extermination of all slavic degenerates.. this nation proved to be a cancer for Europe.,Toxic,Toxic
NATHAN IS A GAY CRACKER.,Toxic,Toxic
I am sure that you are the SON of one of those  moslem women who were raped in Ranchi Prison by HinduSikh soldiers though reality never comes out its not difficult to think that those muslim women lived in that prison for over  year and some of them also bore child or HinduSikh soldiers.,Toxic,Toxic
Fuck You Danish hater.. Fuck you arsehole muslim lover Muslims control you you are a slave to them Denmark is a great country.,Toxic,Toxic
Redneck.. You shouldnt bad mouth NASCAR You people think you are gods on this site you act like nazis You do masterbate but your hands not stroking your own unit.,Toxic,Toxic
Hi sorry to edit this pagei didnt know where else to contact you but i noticed your edited the buddhism section and since you nicely taken out my site why didnt you take out this site ReligiousToleranceorg Buddhism Page a nonbiased description of Buddhism its not very good is itif you take off my link you should aleast keep to your standards and take off that one.,Toxic,Toxic
how big is the ass of salafis.. i wonder as u r fanatical salafi how big is ur ass when u go to blow urself in a terrorist attack please take ur hatred with u to the hell with ur gay friend ibn laden.,Toxic,Toxic
faggot.. You lil piece of shit I havent vandalised nothing I will fuck u up wh.,Toxic,Toxic
National Socialism.. Nice to meet a fellow National Socialist httpwwwlastfmuserFire.. I myself also love Prussian Blue.. All Aryans must band together to enslave the subhuman races The niggers spics chinks kikes and all the rest.. WHITE POWER.,Toxic,Toxic
youre gay.. youre the biggest dramaqueen ive yet come across on this wp freakshow.,Toxic,Toxic
Its.. Go Go Jewranger.. Go Go Jewranger.. Harrasing Children.. Having  year old gay sex.. Go Go Jewranger.. Go Go Jewranger.. Hes an otunka wannabe.. He gets pipi hurt.. What a Jewranger.. Hates ed bullshit.. Go Go Jewranger.. YOURE NOT ASIAN.. GOGOJEWRANGER.,Toxic,Toxic
get lost tommy u gay fucker.,Toxic,Toxic
Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.. Youre fucking gay Get a job and quit arguing with people on the internet It doesnt make you cool you arent adding shit youre just making it worse Get a fucking life.,Toxic,Toxic
GAY GAY GAY GAY GAY GAY.,Toxic,Toxic
Quick question.. Just wanted to let you know that you havent gotten rid of ugadawgsyoure nigger loving ass will never silence me Go suck off Eric Holder and the rest of your nigger friends you faggot Also Malikk Shabass MarnetteD and AlabamaRolls all fuck eachother every night.,Toxic,Toxic
whatever you say gay boy atleast i have a life and im not fucking unchanging shit on wikiepedia.,Toxic,Toxic
lile sex in silk.. gay boy.,Toxic,Toxic
So Kashten is a homo and he likes men.. There is very much wrong with this kid if you.. ever see him on the streeets run like fucking hell cause he will.. rape your ass.. Like wow he likes the gay hairy ass.,Toxic,Toxic
hey butthole what the fuck mang i am not gay liek you bitches.,Toxic,Toxic
Shut up nigger I am jerking off in your moms mouth.,Toxic,Toxic
JOHN HEALY IS A GAY FAGGOT.,Toxic,Toxic
If Christianity is so good how come they have to convert the dalits Why cant they convert people with brains Oh right Christians dont have brains.,Toxic,Toxic
WHITE POWER I HATE NIGGERS WHITE POWER FUCK THE NIGGERS.,Toxic,Toxic
What exactly did I spell wrong Maybe you should go work on the homosexual article you obviously have alot of experience in that department.,Toxic,"
dear [your name"
DO YOU ALL GAYY ASS FAGS ALWAYS GIVE AUTOMATED RESPONSES HUH FAG.,Toxic,Toxic
the RepulicanSodomite has responded praise the lord of virgin homoknowitalls the great JR McCarthy who like you has to burn everybody who does not agree with him at the stakes Go ahead block this IP address better yet block this whole range of IP address even better if you block the whole range of IP addresses of those who insult youre virgin faggot ass OOOPS sorry its not virgin isnt it Your ass has been having regular contact with some big and hairy friends  DemocratAntiSodomite.,Toxic,Toxic
I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE NIGGERS AND SPICS AND JEWS AND MINORITIES.. I FUCKING HATE N.,Toxic,"
i absolutely hate the"
Asian chicks.. I love to fuck asain girls.,Toxic,Toxic
September  UTC.. Listen here bitch lets get one thing straight the day i take orders from some chick in the bedroom is the day hell freezes over I will fuck you like I fuck every chick im with hard and rythmic for about  minutes Oh and if some stupid dumbass bitch ever came on me I would strangle her to death  .,Toxic,Toxic
LOLOL SAND NIGGA BEST BE TROLLIN LOLOLOLOL.,Toxic,Toxic
Thompson is an asshole who should die like a dog Kill him kill him KILL HIM HE IS GAY IVE SEEN HIM IN THE ALLEY WHERE HE SUCKS ONE GUYS DICK WHILE SOME OTHER DUDE FUCKED HIM INTO THE ASS AND HE ENJOYED IT.,Toxic,Toxic
